CAS,haz,SMILES
7632-51-1,1,Cl[V](Cl)(Cl)Cl
10026-11-6,1,Cl[Zr](Cl)(Cl)Cl
10026-04-7,1,[Si](Cl)(Cl)(Cl)Cl
13451-08-6,1,S(Cl)(Cl)(Cl)Cl
1335-88-2,1,C1=CC=C2C(=C1)C(=C(C(=C2Cl)Cl)Cl)Cl
13463-30-4,1,Cl[Pb](Cl)(Cl)Cl
7550-45-0,1,Cl[Ti](Cl)(Cl)Cl
56-23-5,1,C(Cl)(Cl)(Cl)Cl
10026-03-6,1,Cl[Se](Cl)(Cl)Cl
7646-78-8,1,Cl[Sn](Cl)(Cl)Cl
10026-06-9,1,O.O.O.O.O.Cl[Sn](Cl)(Cl)Cl
10038-98-9,1,Cl[Ge](Cl)(Cl)Cl
117-08-8,1,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O
14726-58-0,1,CCCCOC1=CC(=C(C=C1[N+]#N)OCCCC)N2CCOCC2.[Cl-].[Cl-].[Cl-].[Cl-].[Zn+2]
79-34-5,1,C(C(Cl)Cl)(Cl)Cl
127-18-4,1,C(=C(Cl)Cl)(Cl)Cl
2217-41-6,1,C1CCC2=C(C1)C=CC=C2N
5836-29-3,1,C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O
694-05-3,1,C1CNCC=C1
123-75-1,1,C1CCNC1
142-68-7,1,C1CCOCC1
109-99-9,1,C1CCOC1
100-50-5,1,C1CC(CC=C1)C=O
4795-29-3,1,C1CC(OC1)CN
2426-02-0,1,C1CCC2=C(C1)C(=O)OC2=O
110-01-0,1,C1CCSC1
670-54-2,1,C(#N)C(=C(C#N)C#N)C#N
3698-54-2,1,C1=C(C(=C(C(=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N)[N+](=O)[O-]
509-14-8,1,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
28995-89-3,1,C1=C2C=C(C=C(C2=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
40088-47-9,1,C1=CC(=CC(=C1)Br)OC2=C(C(=C(C=C2)Br)Br)Br
7789-65-3,1,[Se](Br)(Br)(Br)Br
7789-67-5,1,Br[Sn](Br)(Br)Br
558-13-4,1,C(Br)(Br)(Br)Br
79-27-6,1,C(C(Br)Br)(Br)Br
112-57-2,1,C(CNCCNCCNCCN)N
20816-12-0,1,O=[Os](=O)(=O)=O
10544-72-6,1,[N+](=O)([N+](=O)[O-])[O-]
1314-41-6,1,O1[Pb]O[Pb]12O[Pb]O2
563-12-2,1,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
3689-24-5,1,CCOP(=S)(OCC)OP(=S)(OCC)OCC
107-49-3,1,CCOP(=O)(OCC)OP(=O)(OCC)OCC
78-00-2,1,CC[Pb](CC)(CC)CC
77-98-5,1,CC[N+](CC)(CC)CC.[OH-]
597-64-8,1,CC[Sn](CC)(CC)CC
21732-17-2,1,C1=NN=NN1CC(=O)O
57875-67-9,1,CC[Sn](CC)(CC)OS(=O)(=O)O
7440-28-0,1,[Tl]
3087-36-3,1,CC[O-].CC[O-].CC[O-].CC[O-].[Ti+4]
546-68-9,1,CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].[Ti+4]
3087-37-4,1,CCC[O-].CCC[O-].CCC[O-].CCC[O-].[Ti+4]
75-20-7,1,C1CCNC(=O)C1
1299-86-1,1,C(#[Al])[Al]=C=[Al]C#[Al]
623-96-1,1,CCCOC(=O)OCCC
616-38-6,1,COC(=O)OC
105-58-8,1,CCOC(=O)OCC
13106-47-3,1,[Be+2].C(=O)([O-])[O-]
6533-73-9,1,C(=O)([O-])[O-].[Tl+].[Tl+]
30714-78-4,1,CCCCOC(=O)OCC
75-44-5,1,C(=O)(Cl)Cl
353-50-4,1,C(=O)(F)F
463-58-1,1,C(=O)=S
1420-07-1,1,CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O
83-26-1,1,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O
7440-36-0,1,[Sb]
7803-52-3,1,[SbH3]
8006-14-2,1,C
586-62-9,1,CC1=CCC(=C(C)C)CC1
13426-91-0,1,C(C[NH-])[NH-].C(C[NH-])[NH-].[Cu+2]
302-27-2,1,CCN1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H](C31)[C@@]5([C@@H]6[C@H]4C[C@@]([C@@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@@H]5O)OC)O)OC(=O)C)OC)OC)O)COC
302-01-2,1,NN
7787-62-4,1,F[Bi](F)(F)(F)F
7783-66-6,1,FI(F)(F)(F)F
7647-19-0,1,FP(F)(F)(F)F
13637-63-3,1,FCl(F)(F)(F)F
7783-70-2,1,F[Sb](F)(F)(F)F
7789-30-2,1,FBr(F)(F)(F)F
30586-18-6,1,CCCCCC(C)(C)C(C)(C)C
608-93-5,1,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
87-86-5,1,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
57117-31-4,1,C1=C2C3=CC(=C(C(=C3OC2=CC(=C1Cl)Cl)Cl)Cl)Cl
131-52-2,1,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[O-].[Na+]
10026-13-8,1,P(Cl)(Cl)(Cl)(Cl)Cl
10026-12-7,1,Cl[Nb](Cl)(Cl)(Cl)Cl
7647-18-9,1,Cl[Sb](Cl)(Cl)(Cl)Cl
82-68-8,1,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-]
68133-87-9,1,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[K+].[K+].[K+].[K+].[Au+]
7789-69-7,1,P(Br)(Br)(Br)(Br)Br
12029-98-0,1,O=I(=O)OI(=O)=O
1314-62-1,1,O=[V](=O)O[V](=O)=O
1314-56-3,1,O=P(=O)OP(=O)=O
1303-28-2,1,O=[As](=O)O[As](=O)=O
1314-60-9,1,O=[Sb](=O)O[Sb](=O)=O
71-41-0,1,CCCCCO
6032-29-7,1,CCCC(C)O
462-94-2,1,C(CCN)CCN
544-13-8,1,C(CC#N)CC#N
111-30-8,1,C(CC=O)CC=O
123-54-6,1,CC(=O)CC(=O)C
504-60-9,1,C/C=C/C=C
591-93-5,1,C=CCC=C
107-72-2,1,CCCCC[Si](Cl)(Cl)Cl
110-59-8,1,CCCCC#N
110-66-7,1,CCCCCS
19624-22-7,1,CCO[P@@](=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
110-62-3,1,CCCCC=O
627-19-0,1,CCCC#C
107-87-9,1,CCCC(=O)C
96-22-0,1,CCC(=O)CC
109-67-1,1,CCCC=C
109-68-2,1,CC/C=C/C
1629-58-9,1,CCC(=O)C=C
638-29-9,1,CCCCC(=O)Cl
107-37-9,1,C=CC[Si](Cl)(Cl)Cl
106-92-3,1,C=CCOCC1CO1
7782-49-2,1,[Se]
12069-00-0,1,[Se]=[Pb]
1310-32-3,1,[Fe]=[Se]
630-10-4,1,C(=N)(N)[Se]
7787-41-9,1,[O-][Se](=O)(=O)[O-].[Ba+2]
7790-59-2,1,[O-][Se](=O)(=O)[O-].[K+].[K+]
13410-01-0,1,[O-][Se](=O)(=O)[O-].[Na+].[Na+]
15123-69-0,1,[O-][Se](=O)(=O)[O-].[Cu+2]
7440-63-3,1,[Xe]
55-63-0,1,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
51602-38-1,1,[N+](=O)(O)[O-].OS(=O)(=O)O
9004-70-0,1,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
83-41-0,1,CC1=C(C(=CC=C1)[N+](=O)[O-])C
99-51-4,1,CC1=C(C=C(C=C1)[N+](=O)[O-])C
81-20-9,1,CC1=C(C(=CC=C1)C)[N+](=O)[O-]
89-87-2,1,CC1=CC(=C(C=C1)[N+](=O)[O-])C
99-57-0,1,C1=CC(=C(C=C1[N+](=O)[O-])N)O
121-88-0,1,C1=CC(=C(C=C1[N+](=O)[O-])O)N
99-52-5,1,CC1=C(C=CC(=C1)[N+](=O)[O-])N
97-52-9,1,COC1=C(C=CC(=C1)[N+](=O)[O-])N
89-62-3,1,CC1=CC(=C(C=C1)N)[N+](=O)[O-]
119-32-4,1,CC1=C(C=C(C=C1)N)[N+](=O)[O-]
119-33-5,1,CC1=CC(=C(C=C1)O)[N+](=O)[O-]
96-96-8,1,COC1=CC(=C(C=C1)N)[N+](=O)[O-]
121-17-5,1,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl
121-19-7,1,C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O
619-31-8,1,CN(C)C1=CC(=CC=C1)[N+](=O)[O-]
100-23-2,1,CN(C)C1=CC=C(C=C1)[N+](=O)[O-]
2216-15-1,1,CCN(CC)C1=CC=C(C=C1)[N+](=O)[O-]
98-95-3,1,C1=CC=C(C=C1)[N+](=O)[O-]
88-74-4,1,C1=CC=C(C(=C1)N)[N+](=O)[O-]
100-01-6,1,C1=CC(=CC=C1N)[N+](=O)[O-]
88-75-5,1,C1=CC=C(C(=C1)[N+](=O)[O-])O
554-84-7,1,C1=CC(=CC(=C1)O)[N+](=O)[O-]
100-02-7,1,C1=CC(=CC=C1[N+](=O)[O-])O
1694-92-4,1,C1=CC=C(C(=C1)[N+](=O)[O-])S(=O)(=O)Cl
121-51-7,1,C1=CC(=CC(=C1)S(=O)(=O)Cl)[N+](=O)[O-]
98-74-8,1,C1=CC(=CC=C1[N+](=O)[O-])S(=O)(=O)Cl
91-23-6,1,COC1=CC=CC=C1[N+](=O)[O-]
555-03-3,1,COC1=CC=CC(=C1)[N+](=O)[O-]
100-17-4,1,COC1=CC=C(C=C1)[N+](=O)[O-]
619-80-7,1,C1=CC(=CC=C1C(=O)N)[N+](=O)[O-]
610-14-0,1,C1=CC=C(C(=C1)C(=O)Cl)[N+](=O)[O-]
121-90-4,1,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)Cl
122-04-3,1,C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-]
3034-19-3,1,C1=CC=C(C(=C1)NN)[N+](=O)[O-]
100-16-3,1,C1=CC(=CC=C1NN)[N+](=O)[O-]
5410-29-7,1,C1=CC=C(C(=C1)[N+](=O)[O-])[As](=O)(O)O
618-07-5,1,C1=CC(=CC(=C1)[As](=O)(O)O)[N+](=O)[O-]
98-72-6,1,C1=CC(=CC=C1[N+](=O)[O-])[As](=O)(O)O
555-21-5,1,C1=CC(=CC=C1CC#N)[N+](=O)[O-]
610-67-3,1,CCOC1=CC=CC=C1[N+](=O)[O-]
100-29-8,1,CCOC1=CC=C(C=C1)[N+](=O)[O-]
2530-26-9,1,C1=CC(=CN=C1)[N+](=O)[O-]
108-03-2,1,CCC[N+](=O)[O-]
79-46-9,1,CC(C)[N+](=O)[O-]
609-73-4,1,C1=CC=C(C(=C1)[N+](=O)[O-])I
645-00-1,1,C1=CC(=CC(=C1)I)[N+](=O)[O-]
636-98-6,1,C1=CC(=CC=C1[N+](=O)[O-])I
627-05-4,1,CCCC[N+](=O)[O-]
600-24-8,1,CCC(C)[N+](=O)[O-]
602-87-9,1,C1CC2=CC=C(C3=CC=CC1=C23)[N+](=O)[O-]
556-88-7,1,C(=N)(N)N[N+](=O)[O-]
88-72-2,1,CC1=CC=CC=C1[N+](=O)[O-]
99-99-0,1,CC1=CC=C(C=C1)[N+](=O)[O-]
75-52-5,1,C[N+](=O)[O-]
86-00-0,1,C1=CC=C(C=C1)C2=CC=CC=C2[N+](=O)[O-]
92-93-3,1,C1=CC=C(C=C1)C2=CC=C(C=C2)[N+](=O)[O-]
612-23-7,1,C1=CC=C(C(=C1)CCl)[N+](=O)[O-]
619-23-8,1,C1=CC(=CC(=C1)[N+](=O)[O-])CCl
100-14-1,1,C1=CC(=CC=C1CCl)[N+](=O)[O-]
561-20-6,1,C1CN2CC3=CCO[C@H]([C@@H]4[C@H]3C[C@H]2[C@@]15[C@H]4NC6=C(C(=O)C(=O)C=C56)[N+](=O)[O-])CC(=O)O
581-89-5,1,C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-]
86-57-7,1,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
556-89-8,1,C(=O)(N)N[N+](=O)[O-]
932-64-9,1,C1(=O)NC(=NN1)[N+](=O)[O-]
577-19-5,1,C1=CC=C(C(=C1)[N+](=O)[O-])Br
585-79-5,1,C1=CC(=CC(=C1)Br)[N+](=O)[O-]
586-78-7,1,C1=CC(=CC=C1[N+](=O)[O-])Br
100-11-8,1,C1=CC(=CC=C1CBr)[N+](=O)[O-]
8007-56-5,1,[N+](=O)(O)[O-].Cl.Cl.Cl
79-24-3,1,CC[N+](=O)[O-]
7697-37-2,1,[N+](=O)(O)[O-]
6484-52-2,1,[NH4+].[N+](=O)([O-])[O-]
10022-31-8,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ba+2]
542-15-4,1,C1=CC=C(C=C1)N.[N+](=O)(O)[O-]
55-68-5,1,C1=CC=C(C=C1)[Hg]O[N+](=O)[O-]
10361-44-1,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Bi+3]
10143-38-1,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Dy+3]
10168-80-6,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Er+3]
10124-37-5,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2]
13746-89-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Zr+4]
10325-94-7,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cd+2]
13548-38-4,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cr+3]
10045-94-0,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Hg+2]
10141-05-6,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Co+2]
506-93-4,1,C(=N)(N)N.[N+](=O)(O)[O-]
13494-90-1,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3]
22113-87-7,1,CN.[N+](=O)(O)[O-]
7757-79-1,1,[N+](=O)([O-])[O-].[K+]
10139-58-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Rh+3]
7790-69-4,1,[Li+].[N+](=O)([O-])[O-]
10099-67-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Lu+3]
7784-27-2,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.O.O.O.[Al+3]
10377-60-3,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Mg+2]
20694-39-7,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.[Mn+2]
7631-99-4,1,[N+](=O)([O-])[O-].[Na+]
124-47-0,1,C(=O)(N)N.[N+](=O)(O)[O-]
13138-45-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ni+2]
16454-60-7,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Nd+3]
13597-99-4,1,[Be+2].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-]
10099-74-8,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Pb+2]
13465-08-2,1,[NH3+]O.[N+](=O)([O-])[O-]
7789-18-6,1,[N+](=O)([O-])[O-].[Cs+]
13759-83-6,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Sm+3]
10108-73-3,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ce+3]
10042-76-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Sr+2]
10421-48-4,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Fe+3]
10031-43-3,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.[Cu+2]
7779-88-6,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Zn+2]
7782-86-7,1,[N+](=O)([O-])[O-].O.[Hg+]
13494-98-9,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Y+3]
1712-64-7,1,CC(C)O[N+](=O)[O-]
543-87-3,1,CC(C)CCO[N+](=O)[O-]
13768-67-7,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Yb+3]
13770-61-1,1,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[In+3]
7761-88-8,1,[N+](=O)([O-])[O-].[Ag+]
627-13-4,1,CCCO[N+](=O)[O-]
928-45-0,1,CCCCO[N+](=O)[O-]
1002-16-0,1,CCCCCO[N+](=O)[O-]
619-97-6,1,C1=CC=C(C=C1)[N+]#N.[N+](=O)([O-])[O-]
629-40-3,1,C(CCCC#N)CCC#N
3710-30-3,1,C=CCCCCC=C
27193-28-8,1,CC(C)(C)CC(C)(C)C1=CC=CC=C1O
5283-66-9,1,CCCCCCCC[Si](Cl)(Cl)Cl
629-05-0,1,CCCCCCC#C
2809-67-8,1,CCCCCC#CC
15232-76-5,1,CCCCC#CCC
1942-45-6,1,CCCC#CCCC
301-10-0,1,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Sn+2]
106-68-3,1,CCCCCC(=O)CC
111-66-0,1,CCCCCCC=C
111-67-1,1,CCCCCC=CC
111-64-8,1,CCCCCCCC(=O)Cl
7440-66-6,1,[Zn]
7726-95-6,1,BrBr
576-23-8,1,CC1=C(C(=CC=C1)Br)C
583-71-1,1,CC1=C(C=C(C=C1)Br)C
3132-64-7,1,C1C(O1)CBr
106-95-6,1,C=CCBr
584-48-5,1,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Br
600-00-0,1,CCOC(=O)C(C)(C)Br
78-77-3,1,CC(C)CBr
507-19-7,1,CC(C)(C)Br
60811-21-4,1,C1=CC(=C(C=C1Br)Cl)F
107-82-4,1,CC(C)CCBr
108-86-1,1,C1=CC=C(C=C1)Br
615-36-1,1,C1=CC=C(C(=C1)N)Br
591-19-5,1,C1=CC(=CC(=C1)Br)N
106-40-1,1,C1=CC(=CC=C1N)Br
95-56-7,1,C1=CC=C(C(=C1)O)Br
591-20-8,1,C1=CC(=CC(=C1)Br)O
106-41-2,1,C1=CC(=CC=C1O)Br
98-58-8,1,C1=CC(=CC=C1S(=O)(=O)Cl)Br
104-92-7,1,COC1=CC=C(C=C1)Br
7154-66-7,1,C1=CC=C(C(=C1)C(=O)Cl)Br
586-75-4,1,C1=CC(=CC=C1C(=O)Cl)Br
5798-79-8,1,C1=CC=C(C=C1)C(C#N)Br
99-73-0,1,C1=CC(=CC=C1C(=O)CBr)Br
2417-90-5,1,C(CBr)C#N
106-96-7,1,C#CCBr
598-72-1,1,CC(C(=O)O)Br
590-92-1,1,C(CBr)C(=O)O
598-31-2,1,CC(=O)CBr
106-94-5,1,CCCBr
75-26-3,1,CC(C)Br
563-76-8,1,CC(C(=O)Br)Br
7623-16-7,1,C(CBr)C(=O)Br
137-43-9,1,C1CCC(C1)Br
110-53-2,1,CCCCCBr
109-65-9,1,CCCCBr
78-76-2,1,CCC(C)Br
100-39-0,1,C1=CC=C(C=C1)CBr
598-22-1,1,CCC(=O)Br
7789-47-1,1,Br[Hg]Br
10035-10-6,1,Br
7789-52-8,1,[Se]([Se]Br)Br
7789-40-4,1,Br[Tl]
506-96-7,1,CC(=O)Br
111-25-1,1,CCCCCCBr
95-46-5,1,CC1=CC=CC=C1Br
591-17-3,1,CC1=CC(=CC=C1)Br
106-38-7,1,CC1=CC=C(C=C1)Br
74-83-9,1,CBr
56073-10-0,1,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=C(C=C6)Br
28772-56-7,1,C1=CC=C(C=C1)C(CC(C2=CC=C(C=C2)C3=CC=C(C=C3)Br)O)C4=C(C5=CC=CC=C5OC4=O)O
75-63-8,1,C(F)(F)(F)Br
7789-31-3,1,OBr(=O)=O
13967-90-3,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Ba+2]
14518-94-6,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Cd+2]
7789-36-8,1,O.O.O.O.O.O.[O-]Br(=O)=O.[O-]Br(=O)=O.[Mg+2]
7789-38-0,1,[O-]Br(=O)=O.[Na+]
34018-28-5,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Pb+2]
14519-18-7,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Sr+2]
14519-07-4,1,[O-]Br(=O)=O.[O-]Br(=O)=O.[Zn+2]
7783-89-3,1,[O-]Br(=O)=O.[Ag+]
107-81-3,1,CCCC(C)Br
540-51-2,1,C(CBr)O
592-55-2,1,CCOCCBr
96-32-2,1,COC(=O)CBr
5292-43-3,1,CC(C)(C)OC(=O)CBr
105-36-2,1,CCOC(=O)CBr
29921-57-1,1,CC(C)OC(=O)CBr
35223-80-4,1,CCCOC(=O)CBr
74-96-4,1,CCBr
593-60-2,1,C=CBr
598-21-0,1,C(C(=O)Br)Br
111-94-4,1,C(CNCCC#N)C#N
86-74-8,1,C1=CC=C2C(=C1)C3=CC=CC=C3N2
2597-93-5,1,CC[Hg]N1C(=O)C2C(C1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
10102-20-2,1,[O-][Te](=O)[O-].[Na+].[Na+]
101-77-9,1,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N
13598-36-2,1,O[P+](=O)O
1809-19-4,1,CCCCO[P+](=O)OCCCC
101-02-0,1,C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3
121-45-9,1,COP(OC)OC
122-52-1,1,CCOP(OCC)OCC
7782-99-2,1,OS(=O)O
10192-30-0,1,[NH4+].OS(=O)[O-]
13780-03-5,1,OS(=O)[O-].OS(=O)[O-].[Ca+2]
13774-25-9,1,OS(=O)[O-].OS(=O)[O-].[Mg+2]
7631-90-5,1,OS(=O)[O-].[Na+]
15457-98-4,1,OS(=O)[O-].OS(=O)[O-].[Zn+2]
14674-72-7,1,[O-]Cl=O.[O-]Cl=O.[Ca+2]
7758-19-2,1,[O-]Cl=O.[Na+]
125687-68-5,1,[O-][As]([O-])[O-].[O-][As]([O-])[O-].[Ba+2].[Ba+2].[Ba+2]
27152-57-4,1,[O-][As]([O-])[O-].[O-][As]([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
7784-46-5,1,[O-][As]=O.[Na+]
10031-13-7,1,[O-][As]=O.[O-][As]=O.[Pb+2]
91724-16-2,1,[O-][As]([O-])[O-].[O-][As]([O-])[O-].[Sr+2].[Sr+2].[Sr+2]
63989-69-5,1,O.O.O.O.O.[O-2].O[As](O)O.[Fe+3]
10326-24-6,1,[O-][As]=O.[O-][As]=O.[Zn+2]
7783-00-8,1,O[Se](=O)O
13718-59-7,1,[O-][Se](=O)[O-].[Ba+2]
13780-18-2,1,[O-][Se](=O)[O-].[Ca+2]
10431-47-7,1,[O-][Se](=O)[O-].[K+].[K+]
20960-77-4,1,[O-][Se](=O)[O-].[O-][Se](=O)[O-].[O-][Se](=O)[O-].[Al+3].[Al+3]
15593-61-0,1,[O-][Se](=O)[O-].[Mg+2]
10102-18-8,1,[O-][Se](=O)[O-].[Na+].[Na+]
7782-82-3,1,O[Se](=O)[O-].[Na+]
15586-47-7,1,[O-][Se](=O)[O-].[Cs+].[Cs+]
15168-20-4,1,O.O.[O-][Se](=O)[O-].[Cu+2]
28041-84-1,1,[O-][Se](=O)(=O)[O-].[O-][Se](=O)(=O)[O-].[Mg+2].[K+].[K+]
138-89-6,1,CN(C)C1=CC=C(C=C1)N=O
120-22-9,1,CCN(CC)C1=CC=C(C=C1)N=O
104-91-6,1,C1=CC(=CC=C1N=O)O
86-30-6,1,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O
62-75-9,1,CN(C)N=O
7782-78-7,1,N(=O)OS(=O)(=O)O
13446-48-5,1,[NH4+].N(=O)[O-]
13465-94-6,1,N(=O)[O-].N(=O)[O-].[Ba+2]
13780-06-8,1,N(=O)[O-].N(=O)[O-].[Ca+2]
624-91-9,1,CON=O
7758-09-0,1,N(=O)[O-].[K+]
7632-00-0,1,N(=O)[O-].[Na+]
17861-62-0,1,N(=O)[O-].N(=O)[O-].[Ni+2]
63885-01-8,1,N.N(=O)O.N(=O)[O-].N(=O)[O-].[Zn+2]
109-95-5,1,CCON=O
541-42-4,1,CC(C)ON=O
542-56-3,1,CC(C)CON=O
110-46-3,1,CC(C)CCON=O
543-67-9,1,CCCON=O
544-16-1,1,CCCCON=O
463-04-7,1,CCCCCON=O
2696-92-6,1,N(=O)Cl
142-59-6,1,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+]
7440-37-1,1,[Ar]
2820-51-1,1,CN1CCC[C@H]1C2=CN=CC=C2.Cl
7647-01-0,1,Cl
552-46-5,1,C1=CC=C2C(=C1)C=CC=C2N.Cl
1465-25-4,1,C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl
51-19-4,1,C1=CC=C(C(=C1)N)O.Cl
612-52-2,1,C1=CC=C2C=C(C=CC2=C1)[NH3+].[Cl-]
7411-49-6,1,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl
612-82-8,1,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N.Cl.Cl
20325-40-0,1,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl
612-83-9,1,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl
141-85-5,1,C1=CC(=CC(=C1)Cl)N.Cl
531-85-1,1,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl
16713-15-8,1,CCN(CC)C1=CC=C(C=C1)N.Cl.Cl
51-78-5,1,C1=CC(=CC=C1N)O.Cl
540-23-8,1,CC1=CC=C(C=C1)N.Cl
142-04-1,1,C1=CC=C(C=C1)N.Cl
27140-08-5,1,C1=CC=C(C=C1)NN.Cl
615-28-1,1,C1=CC=C(C(=C1)N)N.Cl.Cl
541-69-5,1,C1=CC(=CC(=C1)N)N.Cl.Cl
624-18-0,1,C1=CC(=CC=C1N)N.Cl.Cl
5786-96-9,1,COC1=C(C=C2C(=C1)[C@]34CCN5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5)OC.Cl
